	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
 RBL_NNP_NNP	    1	0.00%	 null	0.00% Misclassified as: RBL_NNP-1(100.00)% | 
     RBN_CCP	    1	0.00%	 null	0.00% Misclassified as: PRI_CCP-1(100.00)% | 
      RBQ_LM	    1	0.00%	 null	0.00% Misclassified as: RBQ-1(100.00)% | 
     RBR_DTP	    1	0.00%	    1	100.00% Misclassified as: 
     RBW_CCA	    1	0.00%	 null	0.00% Misclassified as: RBW-1(100.00)% | 
    VBTF_JJD	    1	0.00%	 null	0.00% Misclassified as: VBW-1(100.00)% | 
        VBTP	    1	0.00%	 null	0.00% Misclassified as: NNC-1(100.00)% | 
    VBTS_JJD	    1	0.00%	 null	0.00% Misclassified as: VBTS-1(100.00)% | 
     VBTS_LM	    1	0.00%	 null	0.00% Misclassified as: VBTR-1(100.00)% | 
VBTS_VBOF_CCP	    1	0.00%	 null	0.00% Misclassified as: VBTS_CCP-1(100.00)% | 

Average Precision: 0.5824165832017945
Average Recall: 0.552130158329482
Accuracy: 0.9251807376546992(75504/81610)
GoldTag	PredTag	Word	Sent#	Word#
G:CCA P:CCT sa 1905 23 		Context - 65|CDB talampakan|NNC *sa|CCT* lapad|NNC ng|CCB 
G:CCA P:FW and 1825 51 		Context - nasa_timog|RBL ,|PMC *and|FW* Abobo-Doume|NNP at|CCA 
G:CCB P:CCP na 1893 29 		Context - ng|CCB nabanggit|VBTS *na|CCP* hindi|RBF pabor|JJD 
G:CCB P:CCP na 2117 20 		Context - mapanimdim|VBW sa_ibabaw|RBL *na|CCP* hubad|JJD na|CCP 
G:CCB P:CCP na 2783 7 		Context - ang|DTC lahat|PRI *na|CCP* dumaan|VBAF sa|CCT 
G:CCB P:CCP ng 1219 11 		Context - ang|DTC 1/10|CDB *ng|CCP* kanyang|PRSP_CCP kikitain|VBTF 
G:CCB P:CCP ng 129 25 		Context - mula_sa|RBL oras|NNC *ng|CCP* kapanganakan|NNC ngunit|CCT 
G:CCB P:CCP ng 1562 6 		Context - ,|PMC hari|NNC *ng|CCP* jazz|NNC ,|PMC 
G:CCB P:CCP ng 915 6 		Context - na|CCP sistema|NNC *ng|CCP* komunikasyon|NNC para_sa|RBB 
G:CCB P:CCT Bagaman 294 0 		Context - *Bagaman|CCT* hindi|RBF ito|PRO 
G:CCB P:CCT Kabilang 1548 0 		Context - *Kabilang|CCT* sa|CCT mga|DTCP 
G:CCB P:CCT Kabilang 2491 0 		Context - *Kabilang|CCT* sa|CCT mga|DTCP 
G:CCB P:CCT Kabilang 2655 0 		Context - *Kabilang|CCT* sa|CCT mga|DTCP 
G:CCB P:CCT Kabilang 2974 0 		Context - *Kabilang|CCT* sa|CCT mga|DTCP 
G:CCB P:CCT Kabilang 324 0 		Context - *Kabilang|CCT* sa|CCT Parokya|NNP 
G:CCB P:CCT Kabilang 396 0 		Context - *Kabilang|CCT* ang|DTC Institute_of_Financial_Management|NNP 
G:CCB P:CCT Kabilang 530 0 		Context - *Kabilang|CCT* sa|CCT mga|DTCP 
G:CCB P:CCT basta 2730 8 		Context - sasakyan|NNC ,|PMC *basta|CCT* mga|DTCP importanteng|JJD_CCP 
G:CCB P:CCT kabilang 1800 29 		Context - )|PMS ;|PMSC *kabilang|CCT* sa|CCT pamilyang|NNC_CCP 
G:CCB P:CCT kabilang 1962 4 		Context - rito|PRL ,|PMC *kabilang|CCT* sa|CCT pinakamapagkukuhanang-totohanan|JJCS_JJD 
G:CCB P:CCT kabilang 2182 11 		Context - paraan|NNC ,|PMC *kabilang|CCT* ang|DTC paggamit|NNC 
G:CCB P:CCT kabilang 2182 27 		Context - letra|NNC ,|PMC *kabilang|CCT* ang|DTC isang|PRI_CCP 
G:CCB P:CCT kabilang 2216 37 		Context - na|CCP opisyal|JJD *kabilang|CCT* si|DTP Prince|NNP 
G:CCB P:CCT kabilang 2326 35 		Context - tren|NNC ,|PMC *kabilang|CCT* ang|DTC Ho|NNP 
G:CCB P:CCT kabilang 2453 13 		Context - ,|PMC na|CCP *kabilang|CCT* din|RBI sa|CCT 
G:CCB P:CCT kabilang 2683 15 		Context - Prize|NNP ,|PMC *kabilang|CCT* si|DTP Pyotr|NNP 
G:CCB P:CCT kabilang 2705 10 		Context - world|NNC ,|PMC *kabilang|CCT* ang|DTC diaspora|NNC 
G:CCB P:CCT kabilang 801 10 		Context - ,|PMC na|CCP *kabilang|CCT* na|CCP ngayon|RBW 
G:CCB P:CCT upang 1265 2 		Context - Nagsikap|VBTS siya|PRS *upang|CCT* maging|VBW operation|FW 
G:CCB P:JJD Kasali 2420 0 		Context - *Kasali|JJD* sa|CCT mga|DTCP 
G:CCB P:JJD kabilang 2709 5 		Context - sa|CCT mga|DTCP *kabilang|JJD* na|CCP kapangyarihan|NNC 
G:CCB P:JJD kasabay 2109 11 		Context - ang|DTC kanugnos|FW *kasabay|JJD* ang|DTC pagtayo|NNC 
G:CCB P:NNC kaalyansa 2855 24 		Context - at|CCA ang|DTC *kaalyansa|NNC* ay|LM winasak|VBOF 
G:CCB P:NNC kapalit 2218 20 		Context - sa|CCT isa’t_isa|PRI *kapalit|NNC* ng_mga|DTCP tuldok|NNC 
G:CCB P:NNC kapanig 1880 25 		Context - politikal|JJD na|CCP *kapanig|NNC* sa|CCT mga|DTCP 
G:CCB P:NNC karatig 2101 16 		Context - at|CCA ang|DTC *karatig|NNC* silangan|JJD palawit|NNC 
G:CCB P:NNC kasali 2049 20 		Context - ay|LM hindi|RBF *kasali|NNC* .|PMP 
G:CCB P:NNC kasali 2340 13 		Context - nakikita|VBTR bilang|CCT *kasali|NNC* sa|CCT panaginip|NNC 
G:CCB P:NNC kasali 2713 23 		Context - final|NNC ay|LM *kasali|NNC* sa|CCT semi-final|NNC 
G:CCB P:NNC kasali 502 8 		Context - prutas|NNC ,|PMC *kasali|NNC* ang|DTC niyog|NNC 
G:CCB P:NNC kasapi 2320 11 		Context - dito|PRL ,|PMC *kasapi|NNC* ang|DTC Senado|NNP 
G:CCB P:NNC kasapi 2600 16 		Context - miyembro|NNC ng|CCB *kasapi|NNC* ,|PMC ang_mga|DTCP 
G:CCB P:NNC kasapi 2600 7 		Context - aplikasyon|NNC ng|CCB *kasapi|NNC* ,|PMC at|CCA 
G:CCB P:PRC gayon 799 8 		Context - imigrante|NNC :|PMS *gayon|PRC* pa|RBI man|RBI 
G:CCB P:RBD nang 1484 10 		Context - noo’y|FW pawala|RBD *nang|RBD* leybel|NNC na|CCP 
G:CCB P:RBD nang 1897 4 		Context - na|CCP iniisip|VBTR *nang|RBD* lipunan|JJD ay|LM 
G:CCB P:RBD nang 2782 15 		Context - ay|LM pormal|RBD *nang|RBD* nasa|RBL kontrol|NNC 
G:CCB P:RBD nang 2902 2 		Context - Halos|JJD wala|VBN *nang|RBD* marinig|VBW na|CCP 
G:CCB P:RBD nang 2998 20 		Context - sa|CCT tumatanda|VBTR_VBAF *nang|RBD* linyang|NNC_CCP Apple|NNP 
G:CCB P:RBD nang 855 5 		Context - ang|DTC nagmumungkahi|VBTR *nang|RBD* maliit|JJD na|CCP 
G:CCB P:RBW nang 1116 9 		Context - sa|CCT araw|NNC *nang|RBW* diretso|RBD sa|CCT 
G:CCB P:RBW nang 1321 15 		Context - ang|DTC impact|FW *nang|RBW* bloo|FW antigen|FW 
G:CCB P:RBW nang 1795 9 		Context - na|CCP binuo|VBOF *nang|RBW* may|VBH isang|PRI_CCP 
G:CCB P:RBW nang 1874 13 		Context - dahil_dito|RBP gumagawa|VBTR_VBAF *nang|RBW* inihurnong|VBTS produkto|NNC 
G:CCB P:RBW nang 1993 1 		Context - Una|CDB *nang|RBW* inayawan|VBTS ni|DTP 
G:CCB P:RBW nang 2847 15 		Context - ay|LM opisyal|JJD *nang|RBW* tinawag|VBOF na|CCP 
G:CCB P:RBW nang 376 1 		Context - Nagdadala|VBTR *nang|RBW* mas|JJCC maraming|JJD_CCP 
G:CCB P:RBW nang 42 14 		Context - at|CCA lilipad|VBTF *nang|RBW* mag-isa|RBD pagtapos|RBW 
G:CCB P:RBW nang 486 10 		Context - sa|CCT pamamaraan|NNC *nang|RBW* paanunsiyo|NNC o|CCT 
G:CCB P:VBTF gayumpaman 1358 8 		Context - nito|PRO ,|PMC *gayumpaman|VBTF* ,|PMC nakakalamang|VBTR 
G:CCP P:CCB na 146 16 		Context - ay|LM tinatawag|VBTR *na|CCB* East|NNP Indian|NNP 
G:CCP P:CCB na 2704 19 		Context - upang|CCB masigurado|VBW *na|CCB* ang_mga|DTCP Romanos|NNP 
G:CCP P:CCT na 45 2 		Context - Noong|RBW_CCP sumunod|VBAF *na|CCT* taon|NNC ,|PMC 
G:CCP P:CCT sa 1771 6 		Context - kilala|JJD lamang|RBI *sa|CCT* sulat|NNC na|CCP 
G:CCP P:CCT sa 2292 5 		Context - sa|CCT pagdesisyon|NNC *sa|CCT* magiging|VBTF tadhana|NNC 
G:CCP P:CCT sa 2696 39 		Context - ng|CCB tubig|NNC *sa|CCT* nasakop|VBTS na|CCP 
G:CCP P:DTC ang 1634 33 		Context - ng_mga|DTCP radikal|JJD *ang|DTC* dragon|FW kinakatawan|VBTR 
G:CCP P:DTP ni 1235 4 		Context - na|CCP pagtatanong|NNC *ni|DTP* Milgram|NNP ,|PMC 
G:CCP P:RBI na 1022 5 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC Linux|NNP 
G:CCP P:RBI na 1083 5 		Context - ,|PMC kasama|CCB *na|RBI* ang|DTC pagkabayolohikal|NNC 
G:CCP P:RBI na 1178 25 		Context - at|CCA pati|CCA *na|RBI* rin|RBI sa|CCT 
G:CCP P:RBI na 1230 21 		Context - ,|PMC kasama|CCB *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 126 19 		Context - at|CCA ginagawa|VBTR *na|RBI* ito|PRO kahit|CCT 
G:CCP P:RBI na 1385 44 		Context - technology|FW katulad|JJC *na|RBI* lamang|RBI ng|CCB 
G:CCP P:RBI na 1677 24 		Context - ay|LM ginawa|VBOF *na|RBI* mas|JJCC simpleng|JJD_CCP 
G:CCP P:RBI na 1684 1 		Context - Napatunayan|VBTS *na|RBI* ang|DTC tagal|JJD 
G:CCP P:RBI na 1687 2 		Context - Ilang|PRQ_CCP anyo|NNC *na|RBI* ang|DTC minungkahi|VBOF 
G:CCP P:RBI na 1698 5 		Context - taong|NNC_CCP gulang|NNC *na|RBI* ang|DTC F508|NNPA 
G:CCP P:RBI na 1781 1 		Context - Nakakaakit|RBD *na|RBI* ang|DTC Bulgaria|NNP 
G:CCP P:RBI na 18 17 		Context - ,|PMC lalo|JJCC *na|RBI* sa|CCT Hulyo|NNP 
G:CCP P:RBI na 1813 25 		Context - nila|PRP maiproklama|VBTF *na|RBI* ang|DTC titlo|NNC 
G:CCP P:RBI na 1854 25 		Context - na|CCP inilunsad|VBTS *na|RBI* masyado|RBD malayo|JJD 
G:CCP P:RBI na 1869 14 		Context - at|CCA siguraduhin|VBTF *na|RBI* ang_mga|DTCP tagapagmana|NNC 
G:CCP P:RBI na 1981 7 		Context - na|CCP nangatwiran|VBTS *na|RBI* ang|DTC gender|FW 
G:CCP P:RBI na 1993 33 		Context - upang|CCB maalis|VBW *na|RBI* rin|RBI sa|CCT 
G:CCP P:RBI na 2035 21 		Context - ay|LM gumalaw|VBTS_VBAF *na|RBI* para|CCT bang|RBM 
G:CCP P:RBI na 2134 11 		Context - pero|CCT tatlo|CDB *na|RBI* lang|RBI ang|DTC 
G:CCP P:RBI na 2156 16 		Context - ay|LM tuloy-tuloy|RBD *na|RBI* tumataas|VBTR_VBAF .|PMP 
G:CCP P:RBI na 217 11 		Context - ,|PMC lalo|JJCC *na|RBI* ang|DTC Gujarati|NNP 
G:CCP P:RBI na 2225 45 		Context - ay|LM hindi|RBF *na|RBI* binigyan|VBTS_VBOF ng|CCB 
G:CCP P:RBI na 2263 31 		Context - ay|LM natigil|VBTS *na|RBI* rin|RBI sa|CCT 
G:CCP P:RBI na 2272 30 		Context - sa|CCT bahagi|NNC *na|RBI* :|PMS 
G:CCP P:RBI na 2377 37 		Context - projects|FW tulad|JJC *na|RBI* lamang|RBI ng|CCB 
G:CCP P:RBI na 2406 18 		Context - ,|PMC sumang-ayon|VBAF *na|RBI* ang|DTC Prussis|NNP 
G:CCP P:RBI na 2463 21 		Context - na|CCP nagsasabi|VBTR *na|RBI* sila|PRP ay|LM 
G:CCP P:RBI na 257 1 		Context - Sumunod|VBAF *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 2570 7 		Context - marahil|RBM ginawa|VBOF *na|RBI* ni|DTP Martel|NNP 
G:CCP P:RBI na 2581 1 		Context - Iisa|JJD *na|RBI* lang|RBI rin|RBI 
G:CCP P:RBI na 2596 9 		Context - ay|LM nakita|VBTS *na|RBI* ang|DTC light|FW 
G:CCP P:RBI na 262 1 		Context - Mapapansin|VBTF *na|RBI* mas|JJCC malinaw|JJD 
G:CCP P:RBI na 2624 15 		Context - ay|LM hindi|RBF *na|RBI* makabasa|JJD ng_mga|DTCP 
G:CCP P:RBI na 267 15 		Context - milyong|NNC_CCP taon|NNC *na|RBI* ang|DTC nakalipas|VBTS 
G:CCP P:RBI na 2675 5 		Context - ay|LM naniniwala|VBTR *na|RBI* ang|DTC alam|VBW 
G:CCP P:RBI na 2704 10 		Context - ,|PMC handa|JJD *na|RBI* para|CCT tumulak|VBAF 
G:CCP P:RBI na 275 10 		Context - at|CCA hindi|RBF *na|RBI* sumapi|VBAF sa|CCT 
G:CCP P:RBI na 278 13 		Context - niyog|NNC lalo|JJCC *na|RBI* sa|CCT mga|DTCP 
G:CCP P:RBI na 2826 10 		Context - ay|LM nangangailangan|VBTR *na|RBI* kapag|CCR ang|DTC 
G:CCP P:RBI na 285 1 		Context - Dapat|VBS *na|RBI* mas|JJCC maliit|JJD 
G:CCP P:RBI na 2944 10 		Context - upang|CCB maipakita|VBW *na|RBI* ang|DTC lahat|PRI 
G:CCP P:RBI na 3006 5 		Context - ay|LM nagsasabi|VBTR *na|RBI* ang|DTC tatlong|JJN_CCP 
G:CCP P:RBI na 3025 23 		Context - na|CCP nagrerekomenda|VBTS *na|RBI* ang_mga|DTCP kapisanan|NNC 
G:CCP P:RBI na 3029 25 		Context - ay|LM nagsimula|VBTS *na|RBI* rin|RBI .|PMP 
G:CCP P:RBI na 453 22 		Context - at|CCA pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 454 16 		Context - ,|PMC kasama|CCB *na|RBI* rito|PRL ang|DTC 
G:CCP P:RBI na 459 26 		Context - na|CCP nagsasabi|VBTR *na|RBI* ang_mga|DTCP pinakamalaking|JJCS_JJD_CCP 
G:CCP P:RBI na 459 3 		Context - ay|LM nagsasabi|VBTR *na|RBI* ang|DTC binary|FW 
G:CCP P:RBI na 491 10 		Context - simbahan|NNC kasama|CCB *na|RBI* ang|DTC St.|NNPA 
G:CCP P:RBI na 597 41 		Context - isang|PRI_CCP tuloy-tuloy|RBD *na|RBI* tustos|JJD ng|CCB 
G:CCP P:RBI na 617 26 		Context - na|CCP naglahad|VBTS *na|RBI* ang|DTC molekyul|NNC 
G:CCP P:RBI na 631 19 		Context - kapag|CCR gagalawin|VBTF *na|RBI* ang|DTC papel_de_liha|NNC 
G:CCP P:RBI na 932 12 		Context - (|PMS lalo|JJCC *na|RBI* ang|DTC isang|PRI_CCP 
G:CCP P:RBI na 986 3 		Context - na|CCP nagretiro|VBTS *na|RBI* si|DTP Grant|NNP 
G:CCR P:JJD_CCP kahit_papaanong 2798 6 		Context - ,|PMC o|CCT *kahit_papaanong|JJD_CCP* nagtatalong|VBTR ugali|NNC 
G:CCR P:RBK Kapag 1139 0 		Context - *Kapag|RBK* bumaba|VBAF ang|DTC 
G:CCR P:RBK Kung 1916 14 		Context - halaman|NNC .|PMP *Kung|RBK* kaya’t|RBW ,|PMC 
G:CCR P:RBK Kung 2963 0 		Context - *Kung|RBK* hindi|RBF sumunod|VBAF 
G:CCR P:RBK kapag 1219 16 		Context - sa|CCT kawanggawa|NNC *kapag|RBK* nagretiro|VBTS siya|PRS 
G:CCR P:RBK kapag 1750 28 		Context - bilang|CCT siyentipiko|NNC *kapag|RBK* walang|RBF obserbasyon|NNC 
G:CCR P:RBK kung 1316 6 		Context - na|CCP mapiit|JJD *kung|RBK* hindi|RBF ako|PRS 
G:CCR P:RBK kung 1792 13 		Context - matatawid|JJD at|CCA *kung|RBK* anong|RBQ_CCP pangkargang|JJD_CCP 
G:CCR P:RBK kung 2050 7 		Context - Santosuosso|NNP na|CCP *kung|RBK* tutuusin|VBTF_VBOF mas|JJCC 
G:CCR P:RBK kung 2155 12 		Context - enerhiya|NNC at|CCA *kung|RBK* hindi|RBF aalisin|VBTF_VBOF 
G:CCR P:RBK kung 2155 26 		Context - sitwasyon|NNC ito|PRO *kung|RBK* sakali|RBM .|PMP 
G:CCR P:RBK kung 2269 5 		Context - isang|PRI_CCP paliwanag-militar|FW *kung|RBK* bakit|RBQ madaliang|RBD_CCP 
G:CCR P:RBK kung 2428 14 		Context - malinaw|JJD na|CCP *kung|RBK* si|DTP Oppenheimer|NNP 
G:CCR P:RBK kung 2946 25 		Context - ,|PMC mahirap|JJD *kung|RBK* hindi|RBF imposible|JJD 
G:CCR P:RBK kung 480 12 		Context - mga|DTCP Ingles|NNP *kung|RBK* magsalita|VBW na|CCP 
G:CCR P:RBK kung 714 2 		Context - Pinapili|VBTR siya|PRS *kung|RBK* ipapakulong|VBTF_VBOF siya|PRS 
G:CCR P:RBP dahil_sa 725 20 		Context - ibon|NNC noon|RBW *dahil_sa|RBP* pagsasamantala|NNC sa|CCT 
G:CCR P:VBS kaya 1701 16 		Context - pakiramdam|NNC na|CCP *kaya|VBS* nating|PRP_CCP lumaban|VBAF 
G:CCR_CCA P:JJC kaya’t 2428 26 		Context - Peter|NNP ,|PMC *kaya’t|JJC* naman|RBI ang|DTC 
G:CCR_CCA P:RBW kaya’t 1916 15 		Context - .|PMP Kung|RBK *kaya’t|RBW* ,|PMC ang|DTC 
G:CCR_CCA P:VBW kaya’t 2835 1 		Context - Kung|CCR *kaya’t|VBW* sa|CCT halip|CCT 
G:CCR_CCB P:RBD_CCP kayang 1130 16 		Context - ,|PMC at|CCA *kayang|RBD_CCP* ibigay|RBD ng|CCB 
G:CCR_CCP P:RBD_CCP kayang 2118 26 		Context - ,|PMC at|CCA *kayang|RBD_CCP* itapon|VBTF ng|CCB 
G:CCR_CCP P:RBD_CCP kayang 2222 15 		Context - )|PMS ay|LM *kayang|RBD_CCP* kilalanin|VBTR ng|CCB 
G:CCR_CCP P:RBD_CCP kayang 485 2 		Context - At|CCA dahil|CCR *kayang|RBD_CCP* pangibabawan|NNC ng|CCB 
G:CCR_LM P:CCR kaya’y 659 19 		Context - ,|PMC o|CCT *kaya’y|CCR* hindi|RBF direktang|JJD_CCP 
G:CCR_LM P:JJC kaya’y 945 18 		Context - ,|PMC o|CCT *kaya’y|JJC* malaki|JJD at|CCA 
G:CCR_LM P:JJD kaya’y 2830 13 		Context - o|CCT di|RBF *kaya’y|JJD* mga|DTCP kumpol|NNC 
G:CCT P:CCA at 2046 12 		Context - para_sa|RBB pamulitka|NNC *at|CCA* sosyal|JJD na|CCP 
G:CCT P:CCB kabilang 497 15 		Context - na|CCP lugar|NNC *kabilang|CCB* ang|DTC sibilisadong|JJD_CCP 
G:CCT P:CCB kabilang 916 1 		Context - Sa|CCT *kabilang|CCB* kamay|NNC ,|PMC 
G:CCT P:CCB upang 176 8 		Context - aktibong|JJD_CCP pagmamando|NNC *upang|CCB* maging|VBW tagapagmunong|NNC_CCP 
G:CCT P:CCP na 2544 17 		Context - nang|RBW sumunod|VBAF *na|CCP* araw|NNC dahil_sa|RBP 
G:CCT P:CCP na 2554 21 		Context - may|VBH porsyento|NNC *na|CCP* suportang|NNC_CCP pabago-bago|RBD 
G:CCT P:CCR Ngunit 2114 0 		Context - *Ngunit|CCR* dahil_sa|RBP Ottoman|NNP 
G:CCT P:CCR kaya 1925 15 		Context - batas|NNC ,|PMC *kaya|CCR* maingat|JJD si|DTP 
G:CCT P:CCT_CCP samantalang 1948 14 		Context - positibong|RBT_CCP halaga|NNC *samantalang|CCT_CCP* ang|DTC negatibong|JJD_CCP 
G:CCT P:CCT_CCP samantalang 2094 10 		Context - ’|FW ,|PMC *samantalang|CCT_CCP* humahanap|VBTR_VBAF ng|CCB 
G:CCT P:CCU sa_halip 1501 10 		Context - ito|PRO ,|PMC *sa_halip|CCU* kinikilala|VBTR ang|DTC 
G:CCT P:DTCP mga 1195 16 		Context - Tunnel|NNP para_sa|RBB *mga|DTCP* sasakyan|NNC ng|CCB 
G:CCT P:FW as 1079 16 		Context - na|CCP binabahagi|VBTR *as|FW* Dynamosaurus|NNP .|PMP 
G:CCT P:JJD Imbis 1310 0 		Context - *Imbis|JJD* na|CCP sabihin|VBOF 
G:CCT P:JJD Kapalit 2051 0 		Context - *Kapalit|JJD* ng|CCB rebolusyonaryo|NNC 
G:CCT P:NNC bilang 1117 28 		Context - ang_mga|DTCP Creationists|NNP *bilang|NNC* "|PMS mahihilig|JJD 
G:CCT P:NNC embes 2941 20 		Context - mas|JJCC gugustuhing|JJD_CCP *embes|NNC* ang|DTC tatlong|JJN_CCP 
G:CCT P:NNC mapa 1561 4 		Context - nabubuhay|VBTR -|PMS *mapa|NNC* tao|NNC man|RBI 
G:CCT P:NNP Samakatwid 1432 0 		Context - *Samakatwid|NNP* ,|PMC hindi|RBF 
G:CCT P:NNP Samakatwid 2905 0 		Context - *Samakatwid|NNP* ,|PMC kaya|CCR 
G:CCT P:NNPA O 2910 0 		Context - *O|NNPA* sa|CCT isang|PRI_CCP 
G:CCT P:RBK kahit 2070 41 		Context - Wikipedia|NNP na|CCP *kahit|RBK* sino|RBQ ay|LM 
G:CCT P:RBK kahit 2070 89 		Context - nila|PRP tungkol_sa|RBR *kahit|RBK* anong|PRQ_CCP paksa|NNC 
G:CCT P:RBK kahit 2433 19 		Context - makita|VBW ang|DTC *kahit|RBK* ano|RBQ maliban|CCT 
G:CCT P:RBL sa 1745 9 		Context - na|CCP administrasyon|NNC *sa|RBL* hilagang|JJD_CCP rehiyon|NNC 
G:CCT P:RBM marahil 1045 30 		Context - Sea|NNP (|PMS *marahil|RBM* pati|CCA na|CCP 
G:CCT P:RBM marahil 732 21 		Context - maaraw|JJD ,|PMC *marahil|RBM* na|CCP kapakinabangang|NNC_CCP 
G:CCT P:RBW habang 1229 19 		Context - na|CCP bars|NNC *habang|RBW* ipinagpapatuloy|VBTR niya|PRS 
G:CCT P:RBW samantala 2205 12 		Context - Rumelia|NNP ,|PMC *samantala|RBW* ang|DTC iba|PRI 
G:CCT_CCA P:CCT basta’t 2942 27 		Context - kanilang|PRSP_CCP pagitan|NNC *basta’t|CCT* ang_mga|DTCP gawain|NNC 
G:CCU P:NNC kontra 2199 22 		Context - ng|CCB Arab|NNP *kontra|NNC* Arab|NNP ,|PMC 
G:CCU P:NNP Bilang_tugon 1450 0 		Context - *Bilang_tugon|NNP* ,|PMC sumang-ayon|VBAF 
G:CCU P:NNP Bilang_tugon 2896 0 		Context - *Bilang_tugon|NNP* ,|PMC tinulungan|VBOF 
G:CCU P:RBK Bilang_kapalit 150 0 		Context - *Bilang_kapalit|RBK* ,|PMC kumukuha|VBTR_VBAF 
G:CCU P:RBL Sa_labas 93 0 		Context - *Sa_labas|RBL* naman|RBI ng|CCB 
G:CCU P:RBL sa_harapan 2044 25 		Context - nakikita|VBTR siya|PRS *sa_harapan|RBL* ng_mga|DTCP kaganapan|NNC 
G:CCU P:RBL sa_ilalim 1141 10 		Context - Flowers|NNP na|CCP *sa_ilalim|RBL* ni|DTP Max|NNP 
G:CCU P:RBL sa_ilalim 1657 8 		Context - batas|NNC ,|PMC *sa_ilalim|RBL* ni|DTP Emperador|NNP 
G:CCU P:RBL sa_ilalim 1877 5 		Context - gobyernong|NNC_CCP Cabinet|NNP *sa_ilalim|RBL* ni|DTP Haring|NNP 
G:CCU P:RBL sa_ilalim 2068 20 		Context - Arabs|NNP ,|PMC *sa_ilalim|RBL* kung|RBK saan|RBQ 
G:CCU P:RBL sa_ilalim 2205 23 		Context - ay|LM bumalik|VBTS_VBAF *sa_ilalim|RBL* pa|RBI rin|RBI 
G:CCU P:RBL sa_ilalim 2874 34 		Context - ng|CCB Gyeongju|NNP *sa_ilalim|RBL* ni|DTP Bak|NNP 
G:CCU P:RBL sa_ilalim 613 10 		Context - ng|CCB estado|NNC *sa_ilalim|RBL* ni|DTP George|NNP 
G:CCU P:RBL sa_likod 1546 4 		Context - ang|DTC boses|NNC *sa_likod|RBL* ni|DTP Squid|NNP 
G:CCU P:RBL sa_pagitan 1109 18 		Context - na|CCP pagsasapin-sapin|NNC *sa_pagitan|RBL* ng_mga|DTCP kasarian|NNC 
G:CCU P:RBL sa_pagitan 1178 30 		Context - mga|DTCP interrelationships|NNC *sa_pagitan|RBL* ng_mga|DTCP iba’t_ibang|JJD_CCP 
G:CCU P:RBL sa_pagitan 2120 24 		Context - sa|CCT hangganan|NNC *sa_pagitan|RBL* nila|PRP .|PMP 
G:CCU P:RBL sa_pagitan 43 5 		Context - karaniwang|JJD_CCP kaibahan|NNC *sa_pagitan|RBL* ng|CCB babae|NNC 
G:CCU P:RBR Alinsunod_sa 1833 0 		Context - *Alinsunod_sa|RBR* digmaang|NNC_CCP Russo-Turkish|NNP 
G:CCU P:RBR Bukod_kay 1909 0 		Context - *Bukod_kay|RBR* Harrison|NNP Ford|NNP 
G:CCU P:RBR batay_sa 2288 14 		Context - walang|VBN_CCP diskriminasyon|NNC *batay_sa|RBR* etnikong|NNC_CCP background|FW 
G:CCU P:RBW Sa_kabila 1908 0 		Context - *Sa_kabila|RBW* nito|PRO ,|PMC 
G:CCU P:RBW Sa_kabila 2866 0 		Context - *Sa_kabila|RBW* nito|PRO ,|PMC 
G:CCU_DTP P:RBL mula_kay 168 8 		Context - na|CCP ito|PRO *mula_kay|RBL* Newton|NNP hanggang|RBW 
G:CDB P:FW nubenta 1639 4 		Context - dekada|NNC (|PMS *nubenta|FW* )|PMS 90’s|CDB 
G:CDB P:JJN Dalawa 1623 0 		Context - *Dalawa|JJN* sa|CCT tatlong|JJN_CCP 
G:CDB P:JJN Ikalawa 1654 0 		Context - *Ikalawa|JJN* ang|DTC Wisconsin|NNP 
G:CDB P:JJN Ikalawa 852 0 		Context - *Ikalawa|JJN* sa|CCT Museo|NNP 
G:CDB P:JJN apat 2033 38 		Context - anim|JJN magiging|VBTF *apat|JJN* na|CCP taon|NNC 
G:CDB P:JJN dalawa 1489 13 		Context - na|CCP namatay|VBTS *dalawa|JJN* at|CCA kalahating|JJD_CCP 
G:CDB P:JJN dalawa 2132 14 		Context - isa|PRI sa|CCT *dalawa|JJN* at|CCA 20|CDB 
G:CDB P:JJN dalawa 2256 21 		Context - Jr.|NNPA may|VBH *dalawa|JJN* pa|RBI siyang|PRS_CCP 
G:CDB P:JJN ikaapat 2790 7 		Context - pinangalan|VBOF sa|CCT *ikaapat|JJN* sa|CCT pinakamahusay|JJCS_JJD 
G:CDB P:JJN ikatlo 1654 15 		Context - ,|PMC at|CCA *ikatlo|JJN* ito|PRO sa|CCT 
G:CDB P:JJN isa 267 10 		Context - apoy|NNC mula|RBW *isa|JJN* hanggang|RBW 1.8|CDB 
G:CDB P:JJN lima 337 11 		Context - kinabilangan|VBTR ng|CCB *lima|JJN* niyang|PRS_CCP mga|DTCP 
G:CDB P:JJN sampu 1365 17 		Context - halip|CCT na|CCP *sampu|JJN* .|PMP 
G:CDB P:JJN sampu 2409 2 		Context - Ang|DTC unang|JJN_CCP *sampu|JJN* ,|PMC kilala|JJD 
