	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:CCP P:RBI na 2258 1 		Context - Kahit|CCT *na|RBI* ang|DTC demanda|NNC 
G:CCP P:RBI na 2272 30 		Context - sa|CCT bahagi|NNC *na|RBI* :|PMS 
G:CCP P:RBI na 2336 15 		Context - ,|PMC pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 2352 6 		Context - ,|PMC nakapagbukas|VBTS *na|RBI* ng_mga|DTCP eksibisyon|NNC 
G:CCP P:RBI na 2372 1 		Context - Kasama|CCB *na|RBI* dito|PRL ang|DTC 
G:CCP P:RBI na 2447 44 		Context - ,|PMC pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 2454 18 		Context - ,|PMC pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 2462 27 		Context - ,|PMC pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 2477 12 		Context - ,|PMC kasama|CCB *na|RBI* ang_mga|DTCP Frank|NNP 
G:CCP P:RBI na 2601 22 		Context - (|PMS kabilang|CCB *na|RBI* ang_mga|DTCP hayop|NNC 
G:CCP P:RBI na 2643 1 		Context - Kahit|CCT *na|RBI* ang|DTC pangkalahatang|PRI_CCP 
G:CCP P:RBI na 2674 4 		Context - ,|PMC kahit|CCT *na|RBI* ang|DTC Korona|NNP 
G:CCP P:RBI na 280 36 		Context - potograpiya|NNC pati|CCA *na|RBI* rin|RBI ang_mga|DTCP 
G:CCP P:RBI na 2935 21 		Context - .|PMP Hindi|RBF *na|RBI* niya|PRS naipagpatuloy|VBTS 
G:CCP P:RBI na 2951 20 		Context - ,|PMC kahit|CCT *na|RBI* ang|DTC kanyang|PRSP_CCP 
G:CCP P:RBI na 2952 23 		Context - Hindus|NNP pati|CCA *na|RBI* rin|RBI bilang|CCT 
G:CCP P:RBI na 2970 23 		Context - (|PMS pati|CCA *na|RBI* rin|RBI ng|CCB 
G:CCP P:RBI na 434 40 		Context - ,|PMC pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 497 22 		Context - at|CCA higit|JJCC *na|RBI* kasuklam-suklam|JJD ang|DTC 
G:CCP P:RBI na 806 51 		Context - ,|PMC tulad|JJC *na|RBI* lamang|RBI ng|CCB 
G:CCP P:RBI na 823 51 		Context - ,|PMC kabilang|CCB *na|RBI* ang|DTC pagmamartsa|VBW 
G:CCP P:RBI na 836 23 		Context - ,|PMC pati|CCA *na|RBI* rin|RBI ang|DTC 
G:CCP P:RBI na 94 8 		Context - mula_sa|RBL katotohanan|NNC *na|RBI* sa|CCT daang|NNC_CCP 
G:CCR P:JJD_CCP kahit_papaanong 2798 6 		Context - ,|PMC o|CCT *kahit_papaanong|JJD_CCP* nagtatalong|VBTR ugali|NNC 
G:CCR P:RBD kaya 1701 16 		Context - pakiramdam|NNC na|CCP *kaya|RBD* nating|PRP_CCP lumaban|VBAF 
G:CCR P:RBK kung 2176 9 		Context - ay|LM malaki|JJD *kung|RBK* hindi|RBF mas|JJCC 
G:CCT P:CCB Kabilang 308 0 		Context - *Kabilang|CCB* ang|DTC pagtatanghal|NNC 
G:CCT P:CCB basta 1851 27 		Context - minsan|RBW ay|LM *basta|CCB* na|RBI lang|RBI 
G:CCT P:CCB basta 2280 18 		Context - ,|PMC masaya|JJD *basta|CCB* makalipas|VBW ang|DTC 
G:CCT P:CCB basta 2351 28 		Context - ng|CCB namatay|VBTS *basta|CCB* naulat|VBTS ang|DTC 
G:CCT P:CCB kabilang 1016 8 		Context - siglo|NNC ,|PMC *kabilang|CCB* na|RBI ang|DTC 
G:CCT P:CCB kabilang 1416 5 		Context - mga|DTCP kapanabayan|NNC *kabilang|CCB* na|RBI ang|DTC 
G:CCT P:CCB kabilang 354 7 		Context - ,|PMC sa|CCT *kabilang|CCB* banda|NNC ,|PMC 
G:CCT P:CCB kabilang 823 50 		Context - Europeo|NNP ,|PMC *kabilang|CCB* na|RBI ang|DTC 
G:CCT P:CCB kabilang 96 5 		Context - populasyon|NNC ,|PMC *kabilang|CCB* sa|CCT mga|DTCP 
G:CCT P:CCU sa_halip 1501 10 		Context - ito|PRO ,|PMC *sa_halip|CCU* kinikilala|VBTR ang|DTC 
G:CCT P:DTP ni 2121 18 		Context - bilang|CCT tungkulin|NNC *ni|DTP* Dean|NNP Martin|NNP 
G:CCT P:JJD Kasunod 1600 0 		Context - *Kasunod|JJD* ng|CCB kanilang|PRSP_CCP 
G:CCT P:JJD Kasunod 1856 0 		Context - *Kasunod|JJD* ng|CCB Rebolusyon|NNP 
G:CCT P:JJD Kasunod 2098 0 		Context - *Kasunod|JJD* nito|PRO ang|DTC 
G:CCT P:JJD Kasunod 2673 0 		Context - *Kasunod|JJD* ng|CCB Night_of_the_Living_Dead|NNP 
G:CCT P:NNC bilang 1857 14 		Context - maaring|RBM sabihing|VBOF_CCP *bilang|NNC* kung|RBK ano|RBQ 
G:CCT P:NNC bilang 2637 21 		Context - ,|PMC at|CCA *bilang|NNC* ng_mga|DTCP armas|NNC 
G:CCT P:NNC embes 2941 20 		Context - mas|JJCC gugustuhing|JJD_CCP *embes|NNC* ang|DTC tatlong|JJN_CCP 
G:CCT P:NNC mapa 1561 4 		Context - nabubuhay|VBTR -|PMS *mapa|NNC* tao|NNC man|RBI 
G:CCT P:NNP Imbis 1310 0 		Context - *Imbis|NNP* na|CCP sabihin|VBOF 
G:CCT P:NNPA O 2910 0 		Context - *O|NNPA* sa|CCT isang|PRI_CCP 
G:CCT P:RBP Kasabay_nito 1125 0 		Context - *Kasabay_nito|RBP* ,|PMC ang|DTC 
G:CCT_CCP P:CCT samantalang 2094 10 		Context - '|PMS ,|PMC *samantalang|CCT* humahanap|VBTR_VBAF ng|CCB 
G:CCT_CCP P:CCT samantalang 2531 30 		Context - taon|NNC ,|PMC *samantalang|CCT* ang_mga|DTCP miyembro|NNC 
G:CCU P:NNC kontra 2199 22 		Context - ng|CCB Arab|NNP *kontra|NNC* Arab|NNP ,|PMC 
G:CCU P:RBK Bilang_kapalit 150 0 		Context - *Bilang_kapalit|RBK* ,|PMC kumukuha|VBTR_VBAF 
G:CCU P:RBL sa_ilalim 1141 10 		Context - Flowers|NNP na|CCP *sa_ilalim|RBL* ni|DTP Max|NNP 
G:CCU P:RBL sa_ilalim 1877 5 		Context - gobyernong|NNC_CCP Cabinet|NNP *sa_ilalim|RBL* ni|DTP Haring|NNP_CCP 
G:CCU P:RBL sa_ilalim 2068 20 		Context - Arabs|NNP ,|PMC *sa_ilalim|RBL* kung|RBK saan|RBQ 
G:CCU P:RBL sa_ilalim 2205 23 		Context - ay|LM bumalik|VBAF *sa_ilalim|RBL* pa|RBI rin|RBI 
G:CCU P:RBL sa_ilalim 2874 34 		Context - ng|CCB Gyeongju|NNP *sa_ilalim|RBL* ni|DTP Bak|NNP 
G:CCU P:RBL sa_pagitan 1109 18 		Context - na|CCP pagsasapin-sapin|NNC *sa_pagitan|RBL* ng_mga|DTCP kasarian|NNC 
G:CCU P:RBL sa_pagitan 1178 30 		Context - mga|DTCP interrelationships|NNC *sa_pagitan|RBL* ng_mga|DTCP iba't_ibang|JJD_CCP 
G:CCU P:RBL sa_pagitan 43 5 		Context - karaniwang|JJD_CCP kaibahan|NNC *sa_pagitan|RBL* ng|CCB babae|NNC 
G:CDB P:FW nubenta 1639 4 		Context - dekada|NNC (|PMS *nubenta|FW* )|PMS 90's|CDB 
G:CDB P:JJD dalawahan 843 7 		Context - at|CCA kasunduang|NNC_CCP *dalawahan|JJD* pagkamamamayan|NNC sa|CCT 
G:CDB P:JJN 4th 3029 19 		Context - magtrabaho|VBAF sa|CCT *4th|JJN* movement|FW ang|DTC 
G:CDB P:JJN 55-taong 1412 33 		Context - ,|PMC ang|DTC *55-taong|JJN* gulang|NNC na|CCP 
G:CDB P:JJN 8-bit 2921 6 		Context - ang|DTC Atari|NNP *8-bit|JJN* 400|CDB at|CCA 
G:CDB P:JJN Ikalawa 1654 0 		Context - *Ikalawa|JJN* ang|DTC Wisconsin|NNP 
G:CDB P:JJN Ikalawa 852 0 		Context - *Ikalawa|JJN* sa|CCT Museo|NNP 
G:CDB P:JJN ikaapat 2790 7 		Context - pinangalan|VBOF sa|CCT *ikaapat|JJN* sa|CCT pinakamahusay|JJCS_JJD 
G:CDB P:JJN ikatlo 1654 15 		Context - ,|PMC at|CCA *ikatlo|JJN* ito|PRO sa|CCT 
G:CDB P:JJN pangatlo 2958 37 		Context - (|PMS o|CCT *pangatlo|JJN* ,|PMC ayon_sa|RBR 
G:CDB P:JJN tatlo 2134 10 		Context - ,|PMC pero|CCT *tatlo|JJN* na|CCP lang|RBI 
G:CDB P:JJN unahan 1188 34 		Context - ang|DTC kanilang|PRSP_CCP *unahan|JJN* na|CCP mga|DTCP 
G:CDB P:JJN unahan 1414 13 		Context - ginagawa|VBTR sa|CCT *unahan|JJN* ng|CCB highway|FW 
G:CDB P:NNC 24-point 2268 17 		Context - kanyang|PRSP_CCP sariling|JJD_CCP *24-point|NNC* patungo_sa|RBL kanyang|PRSP_CCP 
G:CDB P:NNC ? 1196 16 		Context - pinatibay|VBTS sa_pamamagitan_ng|CCT *?|NNC* ng_mga|DTCP estado|NNC 
G:CDB P:PMP 06 803 34 		Context - (|PMS rwy|FW *06|PMP* /|PMS 24|CDB 
G:CDB P:PMS 100 2191 4 		Context - ang|DTC $|CDB *100|PMS* diskuwento|NNC na|CCP 
G:CDB P:PRI isa 2132 19 		Context - %|PMS sa|CCT *isa|PRI* .|PMP 
G:CDB_CCP P:JJN_CCP unang 1174 30 		Context - ng|CCB kanyang|PRSP_CCP *unang|JJN_CCP* nobelang|NNC_CCP My|NNP 
G:CDB_CCP P:JJN_CCP unang 1931 10 		Context - at|CCA ang|DTC *unang|JJN_CCP* tatlong|JJN_CCP bahagi|NNC 
G:CDB_CCP P:JJN_CCP unang 2972 1 		Context - Noong|RBW_CCP *unang|JJN_CCP* tatlong|JJN_CCP kaharian|NNC 
G:CDB_CCP P:JJN_CCP unang 546 7 		Context - ng|CCB kanyang|PRSP_CCP *unang|JJN_CCP* mahabang|JJD_CCP tula|NNC 
G:DTC P:NNP Ang 1195 8 		Context - Detroit|NNP :|PMS *Ang|NNP* Ambassador|NNP Bridge|NNP 
G:DTC P:NNP Ang 2070 68 		Context - ang|DTC "|PMS *Ang|NNP* Wikipedia|NNP ang|DTC 
G:DTC P:NNP Ang 691 2 		Context - William|NNP H.|NNPA *Ang|NNP* pinakamalakas|JJCS_JJD na|CCP 
G:DTPP P:NNC kela 1479 3 		Context - kanyang|PRSP_CCP pagkakaibigan|NNC *kela|NNC* Allen|NNP Ginsberg|NNP 
G:FW P:CCT da 1788 6 		Context - kanyang|PRSP_CCP paninidigan|NNC *da|CCT* ecumenism|FW at|CCA 
G:FW P:JJCC mas 2055 18 		Context - ng|CCB chant?|FW *mas|JJCC* .|PMP 
G:FW P:JJD basing 1471 13 		Context - si|DTP para_sa|RBB *basing|JJD* ng_mga|DTCP musical|FW 
G:FW P:JJD bipolar 269 8 		Context - ,|PMC karamdamang|NNC_CCP *bipolar|JJD* at|CCA medyor|JJD 
G:FW P:JJD halos 1872 15 		Context - dark|FW matter|FW *halos|JJD* .|PMP 
G:FW P:JJD instrumental 219 39 		Context - dominasyon|NNC ng|CCB *instrumental|JJD* na|CCP rasyonalidad|NNC 
G:FW P:JJD instrumental 2438 16 		Context - para_sa|RBB kanilang|PRSP_CCP *instrumental|JJD* na|CCP bersiyon|NNC 
G:FW P:JJD instrumental 2438 4 		Context - bilang|CCT pinakamagandang|JJCS_JJD_CCP *instrumental|JJD* na|CCP pagtatanghal|NNC 
G:FW P:JJD interior 1830 11 		Context - ng|CCB distinksyong|NNC_CCP *interior|JJD* ,|PMC kahit|CCT 
G:FW P:JJD interior 681 41 		Context - hangin|NNC galing_sa|RBL *interior|JJD* sa|CCT ilang|PRQ_CCP 
G:FW P:JJD major 1573 1 		Context - Isang|PRI_CCP *major|JJD* si|DTP Powell|NNP 
G:FW P:JJD master 2568 31 		Context - kanyang|PRSP_CCP "|PMS *master|JJD* plan|FW "|PMS 
G:FW P:JJD natural 539 11 		Context - petrolyo|NNC ,|PMC *natural|JJD* gas|NNC at|CCA 
G:FW P:JJD payout 1531 23 		Context - isang-beses|FW na|CCP *payout|JJD* mula_sa|RBL tatlong|JJN_CCP 
G:FW P:JJD perpendicuilar 1400 4 		Context - ay|LM parang|CCT *perpendicuilar|JJD* sa|CCT eroplano|NNC 
G:FW P:JJD physiological 606 8 		Context - sa|CCT mga|DTCP *physiological|JJD* na|CCP proseso|NNC 
G:FW P:JJD sarxsa 1516 43 		Context - at|CCA hindi|RBF *sarxsa|JJD* ,|PMC na|CCP 
G:FW P:JJD spiritual 2217 41 		Context - iba|PRI ay|LM *spiritual|JJD* capital|NNC din|RBI 
G:FW P:JJD superior 1200 6 		Context - Company|NNP itong|PRO_CCP *superior|JJD* na|CCP teknolohiya|NNC 
G:FW P:NNC ?tre 2785 51 		Context - Pranses|NNP na|CCP *?tre|NNC* at|CCA ang|DTC 
G:FW P:NNC access 1435 10 		Context - magandang|JJD_CCP laboratory|NNC *access|NNC* .|PMP 
G:FW P:NNC advances 1264 16 		Context - kailangan|VBS na|CCP *advances|NNC* sa|CCT cometary|FW 
G:FW P:NNC albedo 1951 17 		Context - ,|PMC at|CCA *albedo|NNC* ,|PMC ang|DTC 
G:FW P:NNC albedo 2223 14 		Context - silang|PRP_CCP mababang|JJD_CCP *albedo|NNC* .|PMP 
G:FW P:NNC album 1849 2 		Context - Ang|DTC huling|JJD_CCP *album|NNC* ng|CCB Temptations|NNP 
G:FW P:NNC alto 2975 81 		Context - trombones|NNC (|PMS *alto|NNC* ,|PMC tenor|NNC 
G:FW P:NNC anisogamy 703 3 		Context - sundo|NNC sa|CCT *anisogamy|NNC* ang|DTC pagkakaroon|NNC 
G:FW P:NNC ankulos 271 9 		Context - salita|NNC na|CCP *ankulos|NNC* (|PMS "|PMS 
G:FW P:NNC apartment 2052 38 		Context - sa|CCT kanyang|PRSP_CCP *apartment|NNC* .|PMP 
G:FW P:NNC armor 2366 14 		Context - delihis|JJD na|CCP *armor|NNC* .|PMP 
G:FW P:NNC artwork 1586 25 		Context - ng|CCB 3D|CDB *artwork|NNC* at|CCA ng_mga|DTCP 
G:FW P:NNC artwork 1620 22 		Context - ang|DTC ?70s|CDB *artwork|NNC* na|CCP kanyang|PRSP_CCP 
G:FW P:NNC astronomers 1264 4 		Context - mabuti|RBD ng|CCB *astronomers|NNC* noong|RBW_CCP perihelion|FW 
G:FW P:NNC atlanto-axial 1005 98 		Context - kawalang-tatag|NNC na|CCP *atlanto-axial|NNC* ,|PMC congenital|NNC 
G:FW P:NNC auroral 2742 2 		Context - Itong|PRO_CCP malabong|JJD_CCP *auroral|NNC* na|CCP kinang|VBTS 
G:FW P:NNC avante 666 20 		Context - paraan|NNC sa|CCT *avante|NNC* garde|FW na|CCP 
G:FW P:NNC baby 2004 23 		Context - ng|CCB "|PMS *baby|NNC* corn|FW "|PMS 
G:FW P:NNC balsa 953 3 		Context - ang|DTC isang|PRI_CCP *balsa|NNC* wood|FW loop|FW 
G:FW P:NNC bar 1777 11 		Context - ,|PMC hugis|NNC *bar|NNC* na|CCP kumpol|NNC 
G:FW P:NNC barrel 1420 55 		Context - lands|FW ang|DTC *barrel|NNC* ng|CCB .50|CDB 
G:FW P:NNC barrel 2544 5 		Context - pagbitaw|VBW sa|CCT *barrel|NNC* ,|PMC tumama|VBAF 
G:FW P:NNC bars 1229 18 		Context - lokal|JJD na|CCP *bars|NNC* habang|RBW ipinagpapatuloy|VBTR 
G:FW P:NNC base 1567 20 		Context - isang|PRI_CCP naval|FW *base|NNC* sa|CCT pangpang|JJD_CCP 
G:FW P:NNC bases 1146 7 		Context - tagatakbo|NNC ,|PMC *bases|NNC* loaded|FW ang|DTC 
G:FW P:NNC bash 692 21 		Context - ,|PMC at|CCA *bash|NNC* ng|CCB halos|JJD 
G:FW P:NNC basilectal 1918 39 		Context - naimarka|VBTS bilang|CCT *basilectal|NNC* sa|CCT sinaunang|JJD_CCP 
G:FW P:NNC beer 2971 15 		Context - tagagawa|NNC ng|CCB *beer|NNC* ang|DTC Milwaukee|NNP 
G:FW P:NNC bits 1977 19 		Context - halos|JJD 10|CDB *bits|NNC* kada|PRI segundo|NNC 
G:FW P:NNC bombe 1096 21 		Context - sa|CCT mga|DTCP *bombe|NNC* .|PMP 
G:FW P:NNC bombe 802 22 		Context - paggawa|NNC ng_mga|DTCP *bombe|NNC* sa|CCT Washington|NNP 
G:FW P:NNC bore 2519 4 		Context - tampok|NNC ang_mga|DTCP *bore|NNC* evacuators|FW (|PMS 
G:FW P:NNC borlas 2820 7 		Context - tangkay|NNC sa|CCT *borlas|NNC* ,|PMC isang|PRI_CCP 
G:FW P:NNC browser 1244 51 		Context - distribusyon|NNC ng_mga|DTCP *browser|NNC* )|PMS .|PMP 
G:FW P:NNC business 1224 8 		Context - tatayuan|VBTF ng|CCB *business|NNC* district|NNC ,|PMC 
G:FW P:NNC business 1280 9 		Context - maglalaman|VBTF ng|CCB *business|NNC* district|NNC ,|PMC 
G:FW P:NNC business 1385 31 		Context - sa|CCT mga|DTCP *business|NNC* district|NNC na|CCP 
G:FW P:NNC cancer 391 27 		Context - at|CCA testicular|FW *cancer|NNC* ---|PMS kahit|CCT 
G:FW P:NNC canon 287 17 		Context - kanilang|PRSP_CCP "|PMS *canon|NNC* "|PMS .|PMP 
G:FW P:NNC canon 964 14 		Context - salitang|NNC_CCP '|PMS *canon|NNC* '|PMS ay|LM 
G:FW P:NNC capital 2217 42 		Context - ay|LM spiritual|JJD *capital|NNC* din|RBI ng|CCB 
G:FW P:NNC cell 1062 29 		Context - pag-uugali|NNC ng_mga|DTCP *cell|NNC* ,|PMC na|CCP 
G:FW P:NNC chagga 413 36 		Context - ,|PMC ang|DTC *chagga|NNC* at|CCA Nyakyusa|NNP 
G:FW P:NNC chimpanzee 858 19 		Context - kilos|NNC ng_mga|DTCP *chimpanzee|NNC* .|PMP 
G:FW P:NNC chromosome 216 3 		Context - bahagi|NNC ng|CCB *chromosome|NNC* ng|CCB daga|NNC 
G:FW P:NNC citta 415 6 		Context - tinatawag|VBTR na|CCP *citta|NNC* ,|PMC isang|PRI_CCP 
G:FW P:NNC cn 2946 17 		Context - patinig|NNC (|PMS *cn|NNC* y|FW rd|FW 
G:FW P:NNC congenital 1005 100 		Context - atlanto-axial|NNC ,|PMC *congenital|NNC* na|CCP pagkasira|NNC 
G:FW P:NNC craniofacial 321 25 		Context - ng|CCB kaunting|PRI_CCP *craniofacial|NNC* na|CCP kaalangan|NNC 
G:FW P:NNC cricket 2777 21 		Context - sa|CCT larong|NNC_CCP *cricket|NNC* ,|PMC na|CCP 
G:FW P:NNC cuesta 2344 45 		Context - talampas|NNC o|CCT *cuesta|NNC* .|PMP 
G:FW P:NNC customers 993 16 		Context - at|CCA corporate|FW *customers|NNC* ,|PMC na|CCP 
G:FW P:NNC dachas 1724 18 		Context - sa|CCT isang|PRI_CCP *dachas|NNC* (|PMS country|FW 
G:FW P:NNC dad 2946 56 		Context - aided|FW ,|PMC *dad|NNC* ,|PMC dada|NNC 
G:FW P:NNC dada 2946 58 		Context - dad|NNC ,|PMC *dada|NNC* ,|PMC dead|FW 
G:FW P:NNC decoy 997 10 		Context - para|CCT gawing|VBOF_CCP *decoy|NNC* para_sa|RBB ulo|NNC 
G:FW P:NNC diamond 627 11 		Context - o|CCT ang|DTC *diamond|NNC* ring|RBI_CCP na|CCP 
G:FW P:NNC diamond 856 20 		Context - carbon|FW ang|DTC *diamond|NNC* .|PMP 
G:FW P:NNC diaspora 2705 12 		Context - kabilang|CCB ang|DTC *diaspora|NNC* ,|PMC ay|LM 
G:FW P:NNC diplomat 2533 5 		Context - maging|VBW isang|PRI_CCP *diplomat|NNC* ,|PMC maaari|VBS 
G:FW P:NNC district 1224 9 		Context - ng|CCB business|NNC *district|NNC* ,|PMC lugar|NNC 
G:FW P:NNC district 1273 17 		Context - ika-2|JJN Congressional|NNP *district|NNC* ng|CCB Okalahoma|NNP 
G:FW P:NNC district 1280 10 		Context - ng|CCB business|NNC *district|NNC* ,|PMC tourism|NNC 
G:FW P:NNC district 1385 32 		Context - mga|DTCP business|NNC *district|NNC* na|CCP naglalaman|VBTR 
G:FW P:NNC doctrina 2208 42 		Context - tagumpay|NNC sa|CCT *doctrina|NNC* sa|CCT jihad|FW 
G:FW P:NNC dodo 2946 68 		Context - died|FW ,|PMC *dodo|NNC* ,|PMC dud|FW 
G:FW P:NNC drayber 15 3 		Context - magpakamatay|VBW ang|DTC *drayber|NNC* .|PMP 
G:FW P:NNC dubbin 345 18 		Context - tinawag|VBOF na|CCP *dubbin|NNC* .|PMP 
G:FW P:NNC dunciad 1902 28 		Context - Blackmoore|NNP sa|CCT *dunciad|NNC* )|PMS .|PMP 
G:FW P:NNC entremeses 2405 10 		Context - katatawanan|NNC (|PMS *entremeses|NNC* )|PMS :|PMS 
G:FW P:NNC envoy 1927 10 		Context - Bismarck|NNP bilang|CCT *envoy|NNC* ng|CCB Prussia|NNP 
G:FW P:NNC essay 1117 21 		Context - sa|CCT kanyang|PRSP_CCP *essay|NNC* na|CCP "|PMS 
G:FW P:NNC establishment 1386 22 		Context - sa|CCT mga|DTCP *establishment|NNC* sa|CCT kahabaan|NNC 
G:FW P:NNC estare 2259 19 		Context - galing_sa|RBL *|PMS *estare|NNC* )|PMS ,|PMC 
G:FW P:NNC fertility 277 6 		Context - sa|CCT pinakamababang|JJCS_JJD_CCP *fertility|NNC* rate|NNC sa|CCT 
G:FW P:NNC fiber 1485 33 		Context - pagkain|NNC at|CCA *fiber|NNC* ,|PMC pag-unlad|NNC 
G:FW P:NNC files 1537 22 		Context - sa|CCT mga|DTCP *files|NNC* .|PMP 
G:FW P:NNC filetrs 1218 28 		Context - na|CCP may|VBH *filetrs|NNC* .|PMP 
G:FW P:NNC financing 2326 19 		Context - pinagkukunan|VBTR_VBRF ng|CCB *financing|NNC* para_sa|RBB pagpapatupad|NNC 
G:FW P:NNC formula 1087 11 		Context - sa|CCT parehong|JJC_CCP *formula|NNC* para_sa|RBB FT|NNPA 
G:FW P:NNC fraternal 1167 13 		Context - ,|PMC isang|PRI_CCP *fraternal|NNC* na|CCP organisasyon|NNC 
G:FW P:NNC gallery 2724 34 		Context - March|NNP ang|DTC *gallery|NNC* ng|CCB isa|PRI 
G:FW P:NNC gametes 572 13 		Context - uri|NNC ng|CCB *gametes|NNC* (|PMS nakasaad|VBTS 
G:FW P:NNC gang 2217 16 		Context - dahil_sa|RBP mga|DTCP *gang|NNC* ,|PMC droga|NNC 
G:FW P:NNC gas 539 12 		Context - ,|PMC natural|JJD *gas|NNC* at|CCA karbon|NNC 
G:FW P:NNC gay 36 13 		Context - ang|DTC lantarang|JJD_CCP *gay|NNC* na|CCP silent|FW 
G:FW P:NNC gene 334 5 		Context - Interaksyon|NNP ng|CCB *gene|NNC* )|PMS :|PMS 
G:FW P:NNC gene 363 6 		Context - hindi|RBF kilalang|JJD_CCP *gene|NNC* na|CCP maaaring|RBM 
G:FW P:NNC gene 430 5 		Context - 225|CDB na|CCP *gene|NNC* ang|DTC kinilala|VBTS 
G:FW P:NNC glacis 2366 1 		Context - Sa|CCT *glacis|NNC* plate|NNC at|CCA 
G:FW P:NNC gluten 1874 7 		Context - sa|CCT protina|NNC *gluten|NNC* ng|CCB trigo|NNC 
G:FW P:NNC gold 1472 4 		Context - na|CCP naging|VBTS *gold|NNC* at|CCA platinum|FW 
G:FW P:NNC hardball 1170 3 		Context - tinutukoy|VBTR bilang|CCT *hardball|NNC* sa|CCT kaibahan|NNC 
G:FW P:NNC home 333 45 		Context - )|PMS sa|CCT *home|NNC* plate|NNC hanggang_sa|RBW 
G:FW P:NNC honor 595 17 		Context - ang|DTC unang|JJN_CCP *honor|NNC* code|FW na|CCP 
G:FW P:NNC host 2234 10 		Context - para_sa|RBB mga|DTCP *host|NNC* na|CCP bansang|NNC_CCP 
G:FW P:NNC host 2392 9 		Context - ,|PMC ang|DTC *host|NNC* ng|CCB lahat|PRI 
G:FW P:NNC hydrogen 2505 14 		Context - isang|PRI_CCP ekonomiya|NNC *hydrogen|NNC* ay|LM magiging|VBTF 
G:FW P:NNC inch 1420 1 		Context - .510|CDB *inch|NNC* ang|DTC nakatiyak|VBTS 
G:FW P:NNC inch 1420 25 		Context - sa|CCT .50|CDB *inch|NNC* (|PMS 12.7|CDB 
G:FW P:NNC inflorescence 2820 10 		Context - ,|PMC isang|PRI_CCP *inflorescence|NNC* sa|CCT lalaking|NNC_CCP 
G:FW P:NNC input 2125 21 		Context - batayan|NNC ng|CCB *input|NNC* ng|CCB Estados|NNP 
G:FW P:NNC intercepts 620 6 		Context - sa_pamamagitan_ng|CCT signal|NNC *intercepts|NNC* na|CCP may|VBH 
G:FW P:NNC interrelationships 1178 29 		Context - sa|CCT mga|DTCP *interrelationships|NNC* sa_pagitan|RBL ng_mga|DTCP 
G:FW P:NNC interval 560 18 		Context - ordinal|JJD ,|PMC *interval|NNC* at|CCA ratio|NNC 
G:FW P:NNC isyu 624 27 		Context - ng|CCB lathalang|NNC_CCP *isyu|NNC* ;|PMSC hawak|NNC 
G:FW P:NNC katydid 404 5 		Context - ,|PMC tulad_ng|JJC *katydid|NNC* ,|PMC dinadala|VBTR 
G:FW P:NNC kotiseutuoikeus 771 8 		Context - domicile|FW (|PMS *kotiseutuoikeus|NNC* /|PMS hembygdsr?tt|FW 
G:FW P:NNC laboratory 1435 9 		Context - mas|JJCC magandang|JJD_CCP *laboratory|NNC* access|NNC .|PMP 
G:FW P:NNC laboratory 1438 10 		Context - sa_loob_ng|CCU pathology|NNC *laboratory|NNC* kung|RBK saan|RBQ 
G:FW P:NNC lackeys 2277 34 		Context - pinaghihinalaang|VBTR_VBRF bilang|CCT *lackeys|NNC* sa|CCT hukuman|NNC 
G:FW P:NNC lat 234 14 		Context - nag-iisang|VBTR_CCP lega|NNC *lat|NNC* may|VBH permisong|JJD_CCP 
G:FW P:NNC lega 234 13 		Context - ang|DTC nag-iisang|VBTR_CCP *lega|NNC* lat|NNC may|VBH 
G:FW P:NNC line 395 13 		Context - ng|CCB DEW|NNPA *line|NNC* (|PMS Distant|NNP 
G:FW P:NNC man 1731 22 		Context - "|PMS 25|CDB *man|NNC* "|PMS na|CCP 
G:FW P:NNC margin 2289 11 		Context - koalisyon|NNC sa_pamamagitan_ng|CCT *margin|NNC* na|CCP mas|JJCC 
G:FW P:NNC mayor 2931 21 		Context - ,|PMC o|CCT *mayor|NNC* na|CCP sistema|NNC 
G:FW P:NNC mayor-council 2931 16 		Context - nakakaboto|VBTR ng|CCB *mayor-council|NNC* ,|PMC council-manager?|FW 
G:FW P:NNC memoirs 2044 12 		Context - kanyang|PRSP_CCP mga|DTCP *memoirs|NNC* na|CCP naisulat|VBTS 
G:FW P:NNC memorandum 3025 20 		Context - nagbigay|VBTS ng|CCB *memorandum|NNC* na|CCP nagrerekomenda|VBTR 
G:FW P:NNC meters 1719 25 		Context - forty-five|FW square|FW *meters|NNC* (|PMS 485|CDB 
G:FW P:NNC meters 1719 41 		Context - seventy|NNC square|NNC *meters|NNC* (|PMS 753|CDB 
G:FW P:NNC meters 1719 9 		Context - thirty|FW square|FW *meters|NNC* (|PMS 323|CDB 
G:FW P:NNC metro 2326 23 		Context - pagpapatupad|NNC ng|CCB *metro|NNC* (|PMS subway|FW 
G:FW P:NNC millenarian 2537 4 		Context - ,|PMC isang|PRI_CCP *millenarian|NNC* Ismaili|NNP sect|FW 
