	Gold 	 Count 	 Distribution 	 Recalled 	 Recall %
G:CCP P:RBI na 617 26 		Context - na|CCP naglahad|VBTS *na|RBI* ang|DTC molekyul|NNC 
G:CCP P:RBI na 631 19 		Context - kapag|CCR gagalawin|VBTF *na|RBI* ang|DTC papel_de_liha|NNC 
G:CCP P:RBI na 932 12 		Context - (|PMS lalo|JJCC *na|RBI* ang|DTC isang|PRI_CCP 
G:CCP P:RBI na 986 3 		Context - na|CCP nagretiro|VBTS *na|RBI* si|DTP Grant|NNP 
G:CCR P:RBK Kapag 1139 0 		Context - *Kapag|RBK* bumaba|VBAF ang|DTC 
G:CCR P:RBK kapag 1219 16 		Context - sa|CCT kawanggawa|NNC *kapag|RBK* nagretiro|VBTS siya|PRS 
G:CCR P:RBK kung 1316 6 		Context - na|CCP mapiit|JJD *kung|RBK* hindi|RBF ako|PRS 
G:CCR P:RBK kung 480 12 		Context - mga|DTCP Ingles|NNP *kung|RBK* magsalita|VBW na|CCP 
G:CCR P:RBK kung 714 2 		Context - Pinapili|VBTR siya|PRS *kung|RBK* ipapakulong|VBTF_VBOF siya|PRS 
G:CCR P:RBP dahil_sa 725 20 		Context - ibon|NNC noon|RBW *dahil_sa|RBP* pagsasamantala|NNC sa|CCT 
G:CCR_CCB P:RBD_CCP kayang 1130 16 		Context - ,|PMC at|CCA *kayang|RBD_CCP* ibigay|RBD ng|CCB 
G:CCR_CCP P:RBD_CCP kayang 485 2 		Context - At|CCA dahil|CCR *kayang|RBD_CCP* pangibabawan|NNC ng|CCB 
G:CCR_LM P:CCR kaya'y 659 19 		Context - ,|PMC o|CCT *kaya'y|CCR* hindi|RBF direktang|JJD_CCP 
G:CCR_LM P:JJC kaya'y 945 18 		Context - ,|PMC o|CCT *kaya'y|JJC* malaki|JJD at|CCA 
G:CCT P:CCB kabilang 497 15 		Context - na|CCP lugar|NNC *kabilang|CCB* ang|DTC sibilisadong|JJD_CCP 
G:CCT P:CCB kabilang 916 1 		Context - Sa|CCT *kabilang|CCB* kamay|NNC ,|PMC 
G:CCT P:CCB upang 176 8 		Context - aktibong|JJD_CCP pagmamando|NNC *upang|CCB* maging|VBW tagapagmunong|NNC_CCP 
G:CCT P:CCU sa_halip 1501 10 		Context - ito|PRO ,|PMC *sa_halip|CCU* kinikilala|VBTR ang|DTC 
G:CCT P:DTCP mga 1195 16 		Context - Tunnel|NNP para_sa|RBB *mga|DTCP* sasakyan|NNC ng|CCB 
G:CCT P:FW as 1079 16 		Context - na|CCP binabahagi|VBTR *as|FW* Dynamosaurus|NNP .|PMP 
G:CCT P:JJD Imbis 1310 0 		Context - *Imbis|JJD* na|CCP sabihin|VBOF 
G:CCT P:NNC bilang 1117 28 		Context - ang_mga|DTCP Creationists|NNP *bilang|NNC* "|PMS mahihilig|JJD 
G:CCT P:NNC mapa 1561 4 		Context - nabubuhay|VBTR -|PMS *mapa|NNC* tao|NNC man|RBI 
G:CCT P:NNP Samakatwid 1432 0 		Context - *Samakatwid|NNP* ,|PMC hindi|RBF 
G:CCT P:RBM marahil 1045 30 		Context - Sea|NNP (|PMS *marahil|RBM* pati|CCA na|CCP 
G:CCT P:RBM marahil 732 21 		Context - maaraw|JJD ,|PMC *marahil|RBM* na|CCP kapakinabangang|NNC_CCP 
G:CCT P:RBW habang 1229 19 		Context - na|CCP bars|NNC *habang|RBW* ipinagpapatuloy|VBTR niya|PRS 
G:CCU P:NNP Bilang_tugon 1450 0 		Context - *Bilang_tugon|NNP* ,|PMC sumang-ayon|VBAF 
G:CCU P:RBK Bilang_kapalit 150 0 		Context - *Bilang_kapalit|RBK* ,|PMC kumukuha|VBTR_VBAF 
G:CCU P:RBL Sa_labas 93 0 		Context - *Sa_labas|RBL* naman|RBI ng|CCB 
G:CCU P:RBL sa_ilalim 1141 10 		Context - Flowers|NNP na|CCP *sa_ilalim|RBL* ni|DTP Max|NNP 
G:CCU P:RBL sa_ilalim 613 10 		Context - ng|CCB estado|NNC *sa_ilalim|RBL* ni|DTP George|NNP 
G:CCU P:RBL sa_likod 1546 4 		Context - ang|DTC boses|NNC *sa_likod|RBL* ni|DTP Squid|NNP 
G:CCU P:RBL sa_pagitan 1109 18 		Context - na|CCP pagsasapin-sapin|NNC *sa_pagitan|RBL* ng_mga|DTCP kasarian|NNC 
G:CCU P:RBL sa_pagitan 1178 30 		Context - mga|DTCP interrelationships|NNC *sa_pagitan|RBL* ng_mga|DTCP iba't_ibang|JJD_CCP 
G:CCU P:RBL sa_pagitan 43 5 		Context - karaniwang|JJD_CCP kaibahan|NNC *sa_pagitan|RBL* ng|CCB babae|NNC 
G:CCU_DTP P:RBL mula_kay 168 8 		Context - na|CCP ito|PRO *mula_kay|RBL* Newton|NNP hanggang|RBW 
G:CDB P:JJN Dalawa 1623 0 		Context - *Dalawa|JJN* sa|CCT tatlong|JJN_CCP 
G:CDB P:JJN Ikalawa 852 0 		Context - *Ikalawa|JJN* sa|CCT Museo|NNP 
G:CDB P:JJN dalawa 1489 13 		Context - na|CCP namatay|VBTS *dalawa|JJN* at|CCA kalahating|JJD_CCP 
G:CDB P:JJN isa 267 10 		Context - apoy|NNC mula|RBW *isa|JJN* hanggang|RBW 1.8|CDB 
G:CDB P:JJN lima 337 11 		Context - kinabilangan|VBTR ng|CCB *lima|JJN* niyang|PRS_CCP mga|DTCP 
G:CDB P:JJN sampu 1365 17 		Context - halip|CCT na|CCP *sampu|JJN* .|PMP 
G:CDB P:NNC singko 1365 12 		Context - pagbibigay|NNC ng|CCB *singko|NNC* sentimo|NNC sa|CCT 
G:CDB P:NNP 35Â° 67 46 		Context - na|CCP para_sa|RBB *35Â°|NNP* T|NNP .|PMP 
G:CDB P:NNP 50Â° 67 38 		Context - ,|PMC mahigit|JJC *50Â°|NNP* T|NNP ,|PMC 
G:CDB P:NNP 60Â° 67 11 		Context - sa|CCT linyang|NNC_CCP *60Â°|NNP* T|NNP latitude|FW 
G:CDB P:NNP Â¾ 1196 16 		Context - pinatibay|VBTS sa_pamamagitan_ng|CCT *Â¾|NNP* ng_mga|DTCP estado|NNC 
G:CDB P:NNP Â¾ 1536 3 		Context - lamang|RBI sa|CCT *Â¾|NNP* o|CCT 76.1|CDB 
G:CDB P:PMP 06 803 34 		Context - (|PMS rwy|FW *06|PMP* /|PMS 24|CDB 
G:CDB_CCP P:JJN_CCP Unang 599 0 		Context - *Unang|JJN_CCP* naging|VBTS malaking|JJD_CCP 
G:CDB_CCP P:JJN_CCP tatlong 1623 2 		Context - Dalawa|JJN sa|CCT *tatlong|JJN_CCP* mga|DTCP magsasaka|NNC 
G:CDB_NNC_CCP P:JJD_CCP 22-pulgadang 241 1 		Context - Ang|DTC *22-pulgadang|JJD_CCP* nyebe|NNC sa|CCT 
G:DTC P:CCB ng 663 21 		Context - at|CCA tinalo|VBTS *ng|CCB* panghukbong|JJD_CCP dagat|NNC 
G:DTCP P:NNC sasakyan 1195 17 		Context - para_sa|RBB mga|DTCP *sasakyan|NNC* ng|CCB kotse|NNC 
G:DTPP P:NNC kela 1479 3 		Context - kanyang|PRSP_CCP pagkakaibigan|NNC *kela|NNC* Allen|NNP Ginsberg|NNP 
G:FW P:JJD banal 28 43 		Context - at|CCA '|PMS *banal|JJD* '|PMS .|PMP 
G:FW P:JJD binomial 987 2 		Context - Tinutukoy|VBTR_VBOF bilang|CCT *binomial|JJD* na|CCP nomenklatura|NNC 
G:FW P:JJD bipolar 269 8 		Context - ,|PMC karamdamang|NNC_CCP *bipolar|JJD* at|CCA medyor|JJD 
G:FW P:JJD fetal 1630 35 		Context - sa|CCT impeksyong|NNC_CCP *fetal|JJD* ang|DTC muling|RBW_CCP 
G:FW P:JJD garde 666 21 		Context - sa|CCT avante|NNC *garde|JJD* na|CCP musika|NNC 
G:FW P:JJD idealistic 77 22 		Context - isang|PRI_CCP proyektong|NNC_CCP *idealistic|JJD* na|CCP nahadlangan|VBTS 
G:FW P:JJD interior 681 41 		Context - hangin|NNC galing_sa|RBL *interior|JJD* sa|CCT ilang|PRQ_CCP 
G:FW P:JJD major 1573 1 		Context - Isang|PRI_CCP *major|JJD* si|DTP Powell|NNP 
G:FW P:JJD milenio 126 25 		Context - pang|RBI_CCP ika-10|JJN *milenio|JJD* BC|NNPA na|CCP 
G:FW P:JJD natural 539 11 		Context - petrolyo|NNC ,|PMC *natural|JJD* gas|NNC at|CCA 
G:FW P:JJD neutral 1125 10 		Context - itinatag|VBTS ang|DTC *neutral|JJD* na|CCP katayuan|NNC 
G:FW P:JJD non-cellular 196 11 		Context - natuklasan|VBTS ang|DTC *non-cellular|JJD* na|CCP ahente|NNC 
G:FW P:JJD perpendicuilar 1400 4 		Context - ay|LM parang|CCT *perpendicuilar|JJD* sa|CCT eroplano|NNC 
G:FW P:JJD sunspot 24 19 		Context - pag-aral|NNC ng_mga|DTCP *sunspot|JJD* ,|PMC at|CCA 
G:FW P:JJD superior 1200 6 		Context - Company|NNP itong|PRO_CCP *superior|JJD* na|CCP teknolohiya|NNC 
G:FW P:JJD turnout 862 25 		Context - %|PMS na|CCP *turnout|JJD* ,|PMC kahit|CCT 
G:FW P:JJD western 1119 1 		Context - Ang|DTC *western|JJD* scholarship|FW ay|LM 
G:FW P:JJD_CCP rolling 1304 3 		Context - din|RBI itong|PRO_CCP *rolling|JJD_CCP* hills|NNC at|CCA 
G:FW P:NNC access 1110 8 		Context - ang|DTC open|FW *access|NNC* ,|PMC ang|DTC 
G:FW P:NNC access 1333 4 		Context - ang|DTC itong|PRO_CCP *access|NNC* at|CCA ang|DTC 
G:FW P:NNC access 1435 10 		Context - magandang|JJD_CCP laboratory|NNC *access|NNC* .|PMP 
G:FW P:NNC advances 1264 16 		Context - kailangan|RBD na|CCP *advances|NNC* sa|CCT cometary|FW 
G:FW P:NNC aerial 280 30 		Context - pag-aanunsyo|NNC at|CCA *aerial|NNC* na|CCP bidyo|NNC 
G:FW P:NNC allotropy 856 6 		Context - posibilidad|NNC ng|CCB *allotropy|NNC* sa|CCT mga|DTCP 
G:FW P:NNC anisogamy 703 3 		Context - sundo|JJD sa|CCT *anisogamy|NNC* ang|DTC pagkakaroon|NNC 
G:FW P:NNC ankulos 271 9 		Context - salita|NNC na|CCP *ankulos|NNC* (|PMS '|PMS 
G:FW P:NNC artwork 1586 25 		Context - ng|CCB 3D|CDB *artwork|NNC* at|CCA ng_mga|DTCP 
G:FW P:NNC artwork 1620 22 		Context - ang|DTC '70s|CDB *artwork|NNC* na|CCP kanyang|PRSP_CCP 
G:FW P:NNC astronomers 1264 4 		Context - mabuti|RBD ng|CCB *astronomers|NNC* noong|RBW_CCP perihelion|FW 
G:FW P:NNC atlanto-axial 1005 98 		Context - kawalang-tatag|NNC na|CCP *atlanto-axial|NNC* ,|PMC congenital|NNC 
G:FW P:NNC avante 666 20 		Context - paraan|NNC sa|CCT *avante|NNC* garde|JJD na|CCP 
G:FW P:NNC balsa 953 3 		Context - ang|DTC isang|PRI_CCP *balsa|NNC* wood|NNC loop|NNC 
G:FW P:NNC barrel 1420 55 		Context - lands|FW ang|DTC *barrel|NNC* ng|CCB .50|CDB 
G:FW P:NNC bars 1229 18 		Context - lokal|JJD na|CCP *bars|NNC* habang|RBW ipinagpapatuloy|VBTR 
G:FW P:NNC base 1567 20 		Context - isang|PRI_CCP naval|FW *base|NNC* sa|CCT pangpang|NNC 
G:FW P:NNC bases 1146 7 		Context - tagatakbo|NNC ,|PMC *bases|NNC* loaded|FW ang|DTC 
G:FW P:NNC basing 1471 13 		Context - si|DTP para_sa|RBB *basing|NNC* ng_mga|DTCP musical|FW 
G:FW P:NNC battles 145 11 		Context - ,|PMC mga|DTCP *battles|NNC* at|CCA mga|DTCP 
G:FW P:NNC bombe 1096 21 		Context - sa|CCT mga|DTCP *bombe|NNC* .|PMP 
G:FW P:NNC bombe 802 22 		Context - paggawa|NNC ng_mga|DTCP *bombe|NNC* sa|CCT Washington|NNP 
G:FW P:NNC bongo 1029 26 		Context - tinatawag|VBTR na|CCP *bongo|NNC* flava|FW .|PMP 
G:FW P:NNC boxing 1042 3 		Context - koponan|NNC sa|CCT *boxing|NNC* ,|PMC Taekwondo|NNP 
G:FW P:NNC browser 1244 51 		Context - distribusyon|NNC ng_mga|DTCP *browser|NNC* )|PMS .|PMP 
G:FW P:NNC business 1224 8 		Context - tatayuan|VBTF ng|CCB *business|NNC* district|NNC ,|PMC 
G:FW P:NNC business 1280 9 		Context - maglalaman|VBW ng|CCB *business|NNC* district|NNC ,|PMC 
G:FW P:NNC business 1385 31 		Context - sa|CCT mga|DTCP *business|NNC* district|NNC na|CCP 
G:FW P:NNC cancer 391 27 		Context - at|CCA testicular|FW *cancer|NNC* ---|PMS kahit|CCT 
G:FW P:NNC canon 287 17 		Context - kanilang|PRSP_CCP '|PMS *canon|NNC* '|PMS .|PMP 
G:FW P:NNC canon 964 14 		Context - salitang|NNC_CCP '|PMS *canon|NNC* '|PMS ay|LM 
G:FW P:NNC cargo 1343 10 		Context - daungan|NNC (|PMS *cargo|NNC* at|CCA container|FW 
G:FW P:NNC cassetes 472 26 		Context - telebisyon|NNC at|CCA *cassetes|NNC* ang|DTC ginagamit|VBTR 
G:FW P:NNC cell 1062 29 		Context - pag-uugali|NNC ng_mga|DTCP *cell|NNC* ,|PMC na|CCP 
G:FW P:NNC central 830 13 		Context - distrikto|NNC sa|CCT *central|NNC* Osaka|NNP bilang|CCT 
G:FW P:NNC chagga 413 36 		Context - ,|PMC ang|DTC *chagga|NNC* at|CCA Nyakyusa|NNP 
G:FW P:NNC chimpanzee 858 19 		Context - kilos|NNC ng_mga|DTCP *chimpanzee|NNC* .|PMP 
G:FW P:NNC chromosome 216 3 		Context - bahagi|NNC ng|CCB *chromosome|NNC* ng|CCB daga|NNC 
G:FW P:NNC citta 415 6 		Context - tinatawag|VBTR na|CCP *citta|NNC* ,|PMC isang|PRI_CCP 
G:FW P:NNC clubs 721 18 		Context - Tanzanian|NNP football|NNC *clubs|NNC* ,|PMC at|CCA 
G:FW P:NNC cocktail 522 12 		Context - at|CCA molotov|NNC *cocktail|NNC* ,|PMC kahit|CCT 
G:FW P:NNC colony 582 13 		Context - British|NNP penal|NNC *colony|NNC* para_sa|RBB mga|DTCP 
G:FW P:NNC congenital 1005 100 		Context - atlanto-axial|NNC ,|PMC *congenital|NNC* na|CCP pagkasira|NNC 
G:FW P:NNC conifers 1068 16 		Context - mas|JJCC konting|JJD_CCP *conifers|NNC* ,|PMC ferns|NNC 
G:FW P:NNC costars 1486 9 		Context - ng|CCB bagong|JJD_CCP *costars|NNC* .|PMP 
G:FW P:NNC cottonwood 1534 27 		Context - meron|VBH ding|RBI_CCP *cottonwood|NNC* ,|PMC elm|FW 
G:FW P:NNC customers 993 16 		Context - at|CCA corporate|FW *customers|NNC* ,|PMC na|CCP 
G:FW P:NNC cycads 1068 20 		Context - ferns|NNC at|CCA *cycads|NNC* .|PMP 
G:FW P:NNC desktops 692 27 		Context - ng_mga|DTCP Linux-based|NNP *desktops|NNC* at|CCA servers|NNC 
G:FW P:NNC diamond 627 11 		Context - o|CCT ang|DTC *diamond|NNC* ring|RBI_CCP na|CCP 
G:FW P:NNC diamond 856 20 		Context - carbon|FW ang|DTC *diamond|NNC* .|PMP 
G:FW P:NNC district 1224 9 		Context - ng|CCB business|NNC *district|NNC* ,|PMC lugar|NNC 
G:FW P:NNC district 1273 17 		Context - ika-2|JJN Congressional|NNP *district|NNC* ng|CCB Okalahoma|NNP 
G:FW P:NNC district 1280 10 		Context - ng|CCB business|NNC *district|NNC* ,|PMC tourism|NNC 
G:FW P:NNC district 1385 32 		Context - mga|DTCP business|NNC *district|NNC* na|CCP naglalaman|VBTR 
G:FW P:NNC double 1311 23 		Context - )|PMS at|CCA *double|NNC* hulled|FW fastcrafts|FW 
G:FW P:NNC double 1376 27 		Context - album|NNC patungong|RBL_CCP *double|NNC* platinum|FW .|PMP 
G:FW P:NNC dubbin 345 18 		Context - tinawag|VBOF na|CCP *dubbin|NNC* .|PMP 
G:FW P:NNC dust 1218 5 		Context - usok|NNC at|CCA *dust|NNC* tails|NNC ,|PMC 
G:FW P:NNC emergency 182 7 		Context - bilang|CCT isang|JJN_CCP *emergency|NNC* diversion|FW airport|FW 
G:FW P:NNC en 472 12 		Context - ang|DTC radyo|NNC *en|NNC* Dar_es_Salaam|NNP sa|CCT 
G:FW P:NNC esparto 248 10 		Context - dates|FW ,|PMC *esparto|NNC* grass|FW at|CCA 
G:FW P:NNC essay 1117 21 		Context - sa|CCT kanyang|PRSP_CCP *essay|NNC* na|CCP "|PMS 
G:FW P:NNC establishment 1386 22 		Context - sa|CCT mga|DTCP *establishment|NNC* sa|CCT kahabaan|NNC 
G:FW P:NNC ethicists 466 5 		Context - at|CCA mga|DTCP *ethicists|NNC* tungkol_sa|RBR mga|DTCP 
G:FW P:NNC extension 1582 25 		Context - isang|PRI_CCP graphical|FW *extension|NNC* para_sa|RBB kanyang|PRSP_CCP 
G:FW P:NNC fees 445 12 		Context - sa|CCT transit|NNC *fees|NNC* ang|DTC Suez|NNP 
G:FW P:NNC ferns 1068 18 		Context - conifers|NNC ,|PMC *ferns|NNC* at|CCA cycads|NNC 
G:FW P:NNC fertility 277 6 		Context - sa|CCT pinakamababang|JJCS_JJD_CCP *fertility|NNC* rate|NNC sa|CCT 
G:FW P:NNC fetus 1630 22 		Context - impeksyon|NNC sa|CCT *fetus|NNC* at|CCA komplikasyon|NNC 
G:FW P:NNC fiber 1485 33 		Context - pagkain|NNC at|CCA *fiber|NNC* ,|PMC pag-unlad|NNC 
G:FW P:NNC fiber 342 19 		Context - o|CCT bulkanisadong|JJD_CCP *fiber|NNC* .|PMP 
G:FW P:NNC fibrin 876 21 		Context - pigilan|VBOF ang|DTC *fibrin|NNC* bituin|NNC na|CCP 
G:FW P:NNC files 1537 22 		Context - sa|CCT mga|DTCP *files|NNC* .|PMP 
G:FW P:NNC filetrs 1218 28 		Context - na|CCP may|VBH *filetrs|NNC* .|PMP 
G:FW P:NNC folk 370 38 		Context - na|CCP '|PMS *folk|NNC* styles|FW '|PMS 
G:FW P:NNC football 721 17 		Context - pang|RBI_CCP Tanzanian|NNP *football|NNC* clubs|NNC ,|PMC 
G:FW P:NNC formula 1087 11 		Context - sa|CCT parehong|JJC_CCP *formula|NNC* para_sa|RBB FT|NNPA 
G:FW P:NNC fovea 519 7 		Context - maliit|JJD na|CCP *fovea|NNC* ,|PMC para_sa|RBB 
G:FW P:NNC fraternal 1167 13 		Context - ,|PMC isang|PRI_CCP *fraternal|NNC* na|CCP organisasyon|NNC 
G:FW P:NNC function 512 11 		Context - ellipsoid|FW bilang|CCT *function|NNC* ng|CCB distansiya|NNC 
G:FW P:NNC gametes 572 13 		Context - uri|NNC ng|CCB *gametes|NNC* (|PMS nakasaad|VBTS 
G:FW P:NNC gas 539 12 		Context - ,|PMC natural|JJD *gas|NNC* at|CCA karbon|NNC 
G:FW P:NNC gay 36 13 		Context - ang|DTC lantarang|RBD_CCP *gay|NNC* na|CCP silent|FW 
G:FW P:NNC gene 430 5 		Context - 225|CDB na|CCP *gene|NNC* ang|DTC kinilala|VBTS 
G:FW P:NNC gene 514 24 		Context - na|CCP mga|DTCP *gene|NNC* marker|NNC .|PMP 
G:FW P:NNC grain 1345 2 		Context - May|VBH 290|CDB *grain|NNC* H2O|NNPA cartridge|FW 
G:FW P:NNC hills 1304 4 		Context - itong|PRO_CCP rolling|JJD_CCP *hills|NNC* at|CCA mga|DTCP 
G:FW P:NNC honor 595 17 		Context - ang|DTC unang|JJN_CCP *honor|NNC* code|FW na|CCP 
G:FW P:NNC house 1251 6 		Context - pinakaunang|JJCS_JJD_CCP printing|NNC *house|NNC* (|PMS "|PMS 
G:FW P:NNC hybridization 132 11 		Context - experimento|NNC ukol_sa|RBR *hybridization|NNC* ng_mga|DTCP halaman|NNC 
G:FW P:NNC intercepts 620 6 		Context - sa_pamamagitan_ng|CCT signal|NNC *intercepts|NNC* na|CCP may|VBH 
G:FW P:NNC interrelationships 1178 29 		Context - sa|CCT mga|DTCP *interrelationships|NNC* sa_pagitan|RBL ng_mga|DTCP 
G:FW P:NNC interval 560 18 		Context - ordinal|JJD ,|PMC *interval|NNC* at|CCA ratio|NNC 
G:FW P:NNC isyu 624 27 		Context - ng|CCB lathalang|NNC_CCP *isyu|NNC* ;|PMSC hawak|NNC 
G:FW P:NNC katydid 404 5 		Context - ,|PMC tulad_ng|JJC *katydid|NNC* ,|PMC dinadala|VBTR 
G:FW P:NNC kotiseutuoikeus 771 8 		Context - domicile|FW (|PMS *kotiseutuoikeus|NNC* /|PMS hembygdsrÃ¤tt|NNP 
G:FW P:NNC labor 1336 24 		Context - %|PMS ng|CCB *labor|NNC* force|FW .|PMP 
G:FW P:NNC laboratory 1435 9 		Context - mas|JJCC magandang|JJD_CCP *laboratory|NNC* access|NNC .|PMP 
G:FW P:NNC laboratory 1438 10 		Context - sa_loob_ng|CCU pathology|NNC *laboratory|NNC* kung|RBK saan|RBQ 
G:FW P:NNC lampblack 345 11 		Context - hinalo|VBTS_VBOF sa|CCT *lampblack|NNC* )|PMS o|CCT 
G:FW P:NNC lands 1335 19 		Context - may|VBH 8|CDB *lands|NNC* at|CCA grooves|FW 
G:FW P:NNC lanolin 540 17 		Context - na|RBI sa|CCT *lanolin|NNC* o|CCT beeswax|FW 
G:FW P:NNC lanolin 722 10 		Context - naphtha|FW ,|PMC *lanolin|NNC* ,|PMC turpentine|FW 
G:FW P:NNC library 434 31 		Context - ang|DTC C|NNPA *library|NNC* sa|CCT Unix|NNP 
G:FW P:NNC line 395 13 		Context - ng|CCB DEW|NNPA *line|NNC* (|PMS Distant|NNP 
G:FW P:NNC loop 953 5 		Context - balsa|NNC wood|NNC *loop|NNC* na|CCP may|VBH 
G:FW P:NNC marker 514 25 		Context - mga|DTCP gene|NNC *marker|NNC* .|PMP 
G:FW P:NNC modelo 1110 5 		Context - sa|CCT corporate|FW *modelo|NNC* ang|DTC open|FW 
G:FW P:NNC molotov 522 11 		Context - napalm|VBTS at|CCA *molotov|NNC* cocktail|NNC ,|PMC 
G:FW P:NNC mongoose 579 20 		Context - daga|NNC at|CCA *mongoose|NNC* ,|PMC pagbawas|NNC 
G:FW P:NNC monsoon 1191 3 		Context - Bengal|NNP Bay|NNP *monsoon|NNC* at|CCA gumagalaw|VBTR_VBAF 
G:FW P:NNC monsoon 1575 40 		Context - North|NNP Vietnamese|NNP *monsoon|NNC* .|PMP 
G:FW P:NNC monsoon 478 12 		Context - warsha|NNC (|PMS *monsoon|NNC* )|PMS ,|PMC 
G:FW P:NNC morphogenesis 130 17 		Context - sa|CCT larangang|NNC_CCP *morphogenesis|NNC* .|PMP 
G:FW P:NNC mutagenic 778 18 		Context - :|PMS ang|DTC *mutagenic|NNC* na|CCP kemikal|NNC 
G:FW P:NNC outgassing 1327 7 		Context - aktibidad|NNC at|CCA *outgassing|NNC* ng|CCB kometang|NNC_CCP 
G:FW P:NNC paraffin 673 3 		Context - pamalit|NNC sa|CCT *paraffin|NNC* at|CCA beeswax|FW 
G:FW P:NNC pathology 1438 9 		Context - Woodruff|NNP sa_loob_ng|CCU *pathology|NNC* laboratory|NNC kung|RBK 
G:FW P:NNC patrol 664 5 		Context - -|PMS 32|CDB *patrol|NNC* unit|NNC galing_sa|RBL 
G:FW P:NNC payout 1531 23 		Context - isang-beses|FW na|CCP *payout|NNC* mula_sa|RBL tatlong|JJN_CCP 
G:FW P:NNC pea 132 42 		Context - katangian|NNC ng|CCB *pea|NNC* plants|FW at|CCA 
G:FW P:NNC penal 582 12 		Context - isang|PRI_CCP British|NNP *penal|NNC* colony|NNC para_sa|RBB 
G:FW P:NNC performance 1220 4 		Context - na|CCP terminal|NNC *performance|NNC* ang|DTC Raufoss|NNP 
G:FW P:NNC phenotype 734 32 		Context - iilang|JJD_CCP mga|DTCP *phenotype|NNC* kasama|CCB ng|CCB 
G:FW P:NNC planes 395 8 		Context - Victor|NNP radar|NNC *planes|NNC* bilang|CCT karugtong|NNC 
G:FW P:NNC printing 1251 5 		Context - ang|DTC pinakaunang|JJCS_JJD_CCP *printing|NNC* house|NNC (|PMS 
G:FW P:NNC publisher 1492 11 		Context - makahanap|RBD ng|CCB *publisher|NNC* .|PMP 
G:FW P:NNC puffer 538 12 		Context - napakalason|JJCS_JJD na|CCP *puffer|NNC* fish|FW na|CCP 
G:FW P:NNC pyramid 1277 7 		Context - pundasyon|NNC ng|CCB *pyramid|NNC* ng|CCB populasyon|NNC 
G:FW P:NNC racing 604 15 		Context - unlimited|FW powerboat|FW *racing|NNC* sa|CCT Detroit|NNP 
G:FW P:NNC radar 395 7 		Context - Willy|NNP Victor|NNP *radar|NNC* planes|NNC bilang|CCT 
G:FW P:NNC rap 220 26 		Context - sosyalismo|NNC sa|CCT *rap|NNC* at|CCA hip|FW 
G:FW P:NNC rate 277 7 		Context - pinakamababang|JJCS_JJD_CCP fertility|NNC *rate|NNC* sa|CCT Greater|NNP 
G:FW P:NNC ratio 560 20 		Context - interval|NNC at|CCA *ratio|NNC* )|PMS .|PMP 
G:FW P:NNC rekordings 963 5 		Context - sinaunang|JJD_CCP tinfoil|FW *rekordings|NNC* ang|DTC matagumpay|JJD 
G:FW P:NNC resolusyon 879 7 		Context - na|CCP optical|FW *resolusyon|NNC* ng|CCB Hubble|NNP 
G:FW P:NNC roma 1038 35 		Context - Amboinensis|NNP ,|PMC *roma|NNC* )|PMS .|PMP 
G:FW P:NNC season 478 9 		Context - panahon|NNC ,|PMC *season|NNC* warsha|NNC (|PMS 
G:FW P:NNC seaway 1180 13 		Context - silangan|JJD galing|RBL *seaway|NNC* patungo_sa|RBL mga|DTCP 
G:FW P:NNC sector 880 4 		Context - fuels|FW energy|FW *sector|NNC* ay|LM ang|DTC 
G:FW P:NNC servers 692 29 		Context - desktops|NNC at|CCA *servers|NNC* 
G:FW P:NNC settings 1096 18 		Context - masuri|VBW ang|DTC *settings|NNC* sa|CCT mga|DTCP 
G:FW P:NNC settlement 1624 2 		Context - Itinaguyod|VBOF ang_mga|DTCP *settlement|NNC* ,|PMC homestead|FW 
G:FW P:NNC sevdalinka 588 9 		Context - ang|DTC Bosnian|NNP *sevdalinka|NNC* ,|PMC mahirap|RBD 
G:FW P:NNC signal 620 5 		Context - Britanya|NNP sa_pamamagitan_ng|CCT *signal|NNC* intercepts|NNC na|CCP 
G:FW P:NNC societal 1109 15 		Context - mas|JJCC malalang|JJD_CCP *societal|NNC* na|CCP pagsasapin-sapin|NNC 
G:FW P:NNC soundtrack 1230 25 		Context - ang|DTC kanyang|PRSP_CCP *soundtrack|NNC* sa|CCT kanyang|PRSP_CCP 
G:FW P:NNC specimen 1571 18 		Context - pinakamalaking|JJCS_JJD_CCP naitalang|VBTS_CCP *specimen|NNC* ng|CCB Guiness|NNP 
G:FW P:NNC taarab 1029 18 		Context - kuwerdas|NNC na|CCP *taarab|NNC* hanggang|RBW sa|CCT 
G:FW P:NNC tails 1218 6 		Context - at|CCA dust|NNC *tails|NNC* ,|PMC nagpakita|VBTS 
G:FW P:NNC taxon 155 4 		Context - mas|JJCC malaking|JJD_CCP *taxon|NNC* na|CCP Ankylosauria|NNP 
G:FW P:NNC tennis 1459 14 		Context - Court|NNP sa|CCT *tennis|NNC* .|PMP 
G:FW P:NNC terminal 1220 3 		Context - sapat|JJD na|CCP *terminal|NNC* performance|NNC ang|DTC 
G:FW P:NNC testis 572 22 		Context - taong|NNC_CCP may|VBH *testis|NNC* at|CCA ovary|FW 
G:FW P:NNC timescales 1177 20 		Context - liwanag|NNC sa|CCT *timescales|NNC* ng_mga|DTCP ilang|PRQ_CCP 
